"Add Content Item","Ajouter un élément de contenu"
"Back to Content Items","Retour aux éléments de contenu"
Cancel,Annuler
"Content Item","Élément de contenu"
"Content Item ID","ID de l'élément de contenu"
"Content Item Key","Clé de l'élément de contenu"
"Content Items","Éléments de contenu"
"Content Type","Type de contenu"
"Create Content Item","Créer un élément de contenu"
Default,"Par défaut"
"Edit Content Item","Modifier l'élément de contenu"
"Edit Widget","Modifier le widget"
Insert,Insérer
"Insert a Content Item","Insérer un élément de contenu"
"Invalid data provided","Données invalides fournies"
"List of Content Items","Liste des éléments de contenu"
Name,Nom
"Overview of Content Items","Aperçu des éléments de contenu"
"Overwrite default by specifying a different list per specific locale","Remplacer la valeur par défaut en spécifiant des éléments de contenu différents pour chaque locale spécifique"
"Overwrite default by specifying different content elements per specific locale","Remplacer la valeur par défaut en spécifiant des éléments de contenu différents pour chaque locale spécifique"
"Please select a content item","Veuillez sélectionner un élément de contenu"
"Please select a template","Veuillez sélectionner un modèle"
Save,Enregistrer
"Select a content item","Sélectionner un élément de contenu"
"Select a template","Sélectionner un modèle"
Updated,"Mis à jour"
"Content item has been successfully created.","L'élément de contenu a été créé avec succès."
"Content item has been successfully updated.","L'élément de contenu a été mis à jour avec succès."
"Stock successfully updated","Stock mis à jour avec succès."
"Move Up","Déplacer vers le haut"
"Move Down","Déplacer vers le bas"
