cart.remove.items.success,"Los productos se eliminaron correctamente.",es_ES
cart.add.items.error.text,"Lo siento, algo salió mal.",es_ES
cart.add.items.success,"Artículos añadidos correctamente",es_ES
cart.your-order,"Tu Pedido",es_ES
cart.product-option,"Opciones del producto",es_ES
cart.price,Precio,es_ES
cart.shipping.order-item,"+ Envío",es_ES
cart.shipping,Envío,es_ES
cart.total,Total,es_ES
cart.checkout,"Finalizar compra",es_ES
cart.empty,"¡Tu carrito de compras está vacío!",es_ES
cart.cart,Carrito,es_ES
cart.total.discount,Descuento,es_ES
cart.vouchers,Vales,es_ES
cart.discounts,Descuentos,es_ES
cart.sales-order-threshold,"Valor mínimo de pedido",es_ES
cart.title.available_discounts,"Descuentos disponibles",es_ES
checkout.sales-order-threshold,"Valor mínimo de pedido",es_ES
sales-order-threshold.expense.name,Recargo,es_ES
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Recargo,es_ES
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Recargo,es_ES
cart.item_quantity,Cantidad,es_ES
cart.item_attributes_needed,"Por favor, selecciona más atributos.",es_ES
cart.price.subtotal,Subtotal,es_ES
cart.price.grand.total,"Gran Total",es_ES
cart.total.tax_total,Impuesto,es_ES
cart.total.tax_total.calculated_at_checkout,"calculado al finalizar la compra",es_ES
sales-order-threshold.hard-minimum-threshold.de.eur.message,"Debes agregar artículos por un valor de {{threshold}} para superar el umbral recomendado. No puedes continuar con el proceso de pago.",es_ES
sales-order-threshold.hard-minimum-threshold.de.chf.message,"Debes agregar artículos por un valor de {{threshold}} para superar el umbral recomendado. No puedes continuar con el proceso de pago.",es_ES
sales-order-threshold.hard-maximum-threshold.de.eur.message,"El valor del carrito no puede ser mayor que {{threshold}}. Por favor, elimina algunos artículos para continuar con el pedido.",es_ES
sales-order-threshold.hard-maximum-threshold.de.chf.message,"El valor del carrito no puede ser mayor que {{threshold}}. Por favor, elimina algunos artículos para continuar con el pedido.",es_ES
sales-order-threshold.soft-minimum-threshold.de.eur.message,"Necesitas agregar {{threshold}} artículos para alcanzar el umbral recomendado, pero si quieres, puedes proceder a pagar.",es_ES
sales-order-threshold.soft-minimum-threshold.de.chf.message,"Necesitas agregar {{threshold}} artículos para alcanzar el umbral recomendado, pero si quieres, puedes proceder a pagar.",es_ES
auth.login,Regístrate,es_ES
auth.password,Contraseña,es_ES
auth.email,"Correo electrónico",es_ES
auth.register,Registrarse,es_ES
auth.im-new-customer,"Nuevo Cliente",es_ES
auth.im-already-customer,"Ya tengo una cuenta.",es_ES
navigation.menu.categories,Categorías,es_ES
navigation.menu.have-a-look,"Vale la pena echarle un vistazo.",es_ES
page.checkout.client.existing,"Cliente existente",es_ES
page.checkout.client.new,"Nuevo Cliente",es_ES
customer.password,Contraseña,es_ES
password.confirm,"Confirmar contraseña",es_ES
page.checkout.address.heading,"Datos de dirección",es_ES
page.checkout.address.name,Nombre,es_ES
page.checkout.address.billing-address,"Dirección de facturación",es_ES
page.checkout.address.billing-isnt-shipping-address,"Dirección de entrega diferente",es_ES
page.checkout.address.shipping-address,"Dirección de entrega",es_ES
page.checkout.address.address-example,"Wayne Manor 1</br>10292 Ciudad de Gotham</br>z.H. Alfred Pennyworth",es_ES
page.checkout.address.next-step,"Continuar con el Método de Envío",es_ES
page.checkout.address.edit,"Editar datos de dirección",es_ES
page.checkout.address.use_selected_address,"Usar dirección seleccionada",es_ES
page.checkout.address.different_delivery_address,"Utiliza una dirección de entrega diferente.",es_ES
page.checkout.address.different_billing_address,"Utilice una dirección de facturación diferente.",es_ES
page.checkout.address.option_group.customer,"Direcciones de clientes",es_ES
page.checkout.address.option_group.company_business_unit,"Direcciones comerciales",es_ES
page.checkout.address.delivery.address_select,"Selecciona una dirección de entrega",es_ES
page.checkout.address.billing.address_select,"Selecciona una dirección de facturación",es_ES
page.checkout.address.manage_your_addresses,"Gestiona tus direcciones",es_ES
page.checkout.address.address_select.label,"Selecciona una dirección de entrega",es_ES
page.checkout.address.address_select.placeholder,"Selecciona una dirección",es_ES
page.checkout.address.multi_shipment.title,"Asignar cada producto a su propia dirección de entrega",es_ES
page.checkout.shipment.heading,"2. Método de envío",es_ES
shipment.standart.name,Estándar,es_ES
shipment.express.name,Expresar,es_ES
shipment.standart.description,"2-4 días laborables",es_ES
page.checkout.shipping.delivery_time,"Tiempo de entrega:",es_ES
page.checkout.shipping.day,día,es_ES
page.checkout.shipping.days,días,es_ES
page.checkout.shipping.price,Precio:,es_ES
shipment.express.description,"24-48 horas (días laborables)",es_ES
page.checkout.shipment.edit,"Método de envío",es_ES
page.checkout.shipment.next-step,"Continuar al Método de Pago",es_ES
page.checkout.shipment.item.quantity,Cantidad,es_ES
page.checkout.shipment.item.price,Precio,es_ES
page.checkout.shipment.shipping_address.title,"Dirección de entrega",es_ES
page.checkout.shipment.requested_delivery_date.label,"Fecha de entrega solicitada",es_ES
page.checkout.shipment.requested_delivery_date.title,"¿Cuándo quieres que te lo entregue?",es_ES
page.checkout.shipment.shipment_group_heading,"Envío %current% de %total%",es_ES
page.checkout.shipment.shipping_method_heading,"Método de envío",es_ES
page.checkout.payment.heading,"3. Método de pago",es_ES
page.checkout.payment.edit,"Método de Pago",es_ES
page.checkout.payment.next-step,"Continuar para finalizar pedido",es_ES
page.checkout.summary.products,Productos,es_ES
page.checkout.summary.billing,"Dirección de facturación",es_ES
page.checkout.summary.shipping,"Dirección de envío",es_ES
page.checkout.summary.date_of_birth,"Fecha de Nacimiento",es_ES
page.checkout.summary.card_type,"Tipo de tarjeta",es_ES
page.checkout.summary.card_number,"Número de tarjeta",es_ES
page.checkout.summary.name_on_card,"Nombre en la tarjeta",es_ES
page.checkout.summary.card_expires,"Fecha de caducidad",es_ES
page.checkout.summary.complete_checkout,"Finalizar compra",es_ES
page.checkout.summary.accept_terms_and_conditions,"Acepto los términos y condiciones",es_ES
page.checkout.finalize.heading,"4. Comprueba y finaliza el pedido",es_ES
shipment.international.parcel.service,"Servicios Internacionales de Paquetería",es_ES
page.checkout.terms,"Acepto los términos y condiciones generales.",es_ES
page.checkout.finalize.enter-voucher,"Introduce el código de cupón",es_ES
page.checkout.finalize.tos,"Con un clic en el botón ""Comprar ahora"" confirmo los Términos y Condiciones Generales.",es_ES
page.checkout.finalize.buy-now,"Comprar ahora",es_ES
page.detail.add-to-cart,"Añadir al carrito",es_ES
page.detail.dimensions,Medidas,es_ES
page.product.similar-products,"Te podría interesar",es_ES
page.imprint.url,/es/aviso-legal,es_ES
page.imprint.title,"Aviso legal",es_ES
page.terms.url,/es/gtc,es_ES
page.terms.title,GTC,es_ES
page.privacy.url,/es/privacidad,es_ES
page.privacy.title,"Privacidad de datos",es_ES
catalog.currency,€,es_ES
catalog.filter.filter,"Filtros / Ordenación",es_ES
catalog.filter.button,Aplicar,es_ES
catalog.filter.active,"Filtro activo",es_ES
catalog.filter.main_color,Color,es_ES
catalog.filter.rangeFrom,"Rango de productos",es_ES
catalog.filter.hide,"ocultar filtro",es_ES
catalog.filter.rating_up,"& Arriba",es_ES
catalog.filter.active_rating_up,"Estrellas y más",es_ES
catalog.filter.per,"Por página",es_ES
catalog.itemsFound,Resultados,es_ES
catalog.sort,Ordenando,es_ES
catalog.sort.relevance,"Ordenar por relevancia",es_ES
catalog.sort.name_asc,"Ordenar por nombre ascendente",es_ES
catalog.sort.name_desc,"Ordenar por nombre descendente",es_ES
catalog.sort.price_asc,"Ordenar por precio ascendente",es_ES
catalog.sort.price_desc,"Ordenar por precio descendente",es_ES
catalog.sort.rating,"Ordenar por calificaciones del producto",es_ES
catalog.filter.activeFilters,"Filtros activos",es_ES
catalog.filter.resetAllFilters,"Restablecer todos los filtros",es_ES
product.filter.category,Categorías,es_ES
product.filter.price,Precio,es_ES
product.filter.rating,Calificaciones,es_ES
shipment.dhl,DHL,es_ES
shipment.dhl.paket.name,Paquete,es_ES
shipment.dhl.paket.description,"DHL Paket es el servicio de envío fácil, asequible, rápido y confiable a más de 220 países en todo el mundo.",es_ES
shipment.dhl.express.name,Expresar,es_ES
shipment.dhl.express.description,"Nuestra fuerza de 100.000 empleados comprometidos trabaja en todo el mundo. El conocimiento local y nuestra red única nos convierten en tus Especialistas Internacionales.",es_ES
shipment.dpd,DPD,es_ES
shipment.hermes,Hermes,es_ES
customer.first_name,Nombre,es_ES
customer.last_name,Apellido,es_ES
customer.salutation.mr,Señor.,es_ES
customer.salutation.mrs,Sra.,es_ES
customer.salutation.ms,Sra.,es_ES
customer.salutation.dr,Dr.,es_ES
customer.salutation.invalid,"Saludo no válido.",es_ES
customer.billing_address.salutation.invalid,"Saludo no válido.",es_ES
customer.shipping_address.salutation.invalid,"Saludo no válido.",es_ES
customer.birth_date,"Fecha de nacimiento (DD.MM.AAAA)",es_ES
customer.email,"Correo electrónico",es_ES
customer.phone,"Número de teléfono",es_ES
customer.reset.password.error.already.loggedIn,"Otro cliente ya ha iniciado sesión. Por favor, cierra sesión para restablecer tu contraseña.",es_ES
payment.prepay,"Pago anticipado",es_ES
payment.paypal,PayPal,es_ES
payment.creditcard,"Tarjeta de crédito",es_ES
payment.invoice,Factura,es_ES
payment_foreign.thank_you,Gracias,es_ES
payment_foreign.go_to_my_account,"Ir a ""Mi cuenta""",es_ES
payment_foreign.success.order.placement.message,"Tu pedido ha sido pagado correctamente. Recibirás tu correo de confirmación de pedido en unos minutos. Puedes verificar y rastrear tu pedido en tu cuenta.",es_ES
address.street,Calle,es_ES
address.street_nr,Número,es_ES
address.city,Ciudad,es_ES
address.zip_code,"Código Postal",es_ES
page.checkout.create_account,"Crear cuenta de cliente",es_ES
whishlist.whishlist,"Lista de deseos",es_ES
whishlist.reduce,Reducir,es_ES
whishlist.increase,Aumentar,es_ES
whishlist.move.to.cart,"Añadir al carrito",es_ES
checkout.thank.you,Gracias,es_ES
checkout.this.is.demoshop,"Esta es una tienda de demostración",es_ES
checkout.nothing.will.be.sent,"Por lo tanto, ¡por supuesto, no se enviará nada!",es_ES
global.order.ascendent,A-Z,es_ES
global.order.descendent,Z-A,es_ES
global.show,"Mostrar todo",es_ES
global.search,Buscar,es_ES
global.search.results,"Resultados de búsqueda",es_ES
global.search.suggestions,"Sugerencias de búsqueda",es_ES
global.search.suggestion.in_products,Productos,es_ES
global.search.suggestion.in_categories,Categorías,es_ES
global.search.suggestion.in_cms,Páginas,es_ES
global.search.suggestion.see_all_products,"Ver todos los productos",es_ES
global.spryker.shop,"Tienda Spryker",es_ES
global.spryker.motto,"tecnología con calidad",es_ES
global.payment_providers,"Proveedores de pago",es_ES
global.shipment_providers,"Proveedores de envío",es_ES
global.get_in_touch,"Ponte en contacto",es_ES
global.newsletter,"Boletín de noticias",es_ES
global.categories,Categorías,es_ES
global.company,Compañía,es_ES
global.social,"Redes Sociales",es_ES
global.home,Inicio,es_ES
global.email.address,"Dirección de correo electrónico",es_ES
global.password,Contraseña,es_ES
global.recover.password,"Recuperar Contraseña",es_ES
global.accept.terms.and.conditions,"Aceptar términos y condiciones",es_ES
global.login,"Iniciar sesión",es_ES
global.create.account,"Crear cuenta",es_ES
global.cart,Carrito,es_ES
global.add-to-cart,"Añadir al carrito",es_ES
global.benefit.free_returns,"Devoluciones gratuitas",es_ES
global.benefit.warranty,"3 Años de Garantía",es_ES
global.benefit.competitive_prices,"Precios competitivos",es_ES
global.partners,Socios,es_ES
error.404,"Error 404",es_ES
error_page.title,"Página no encontrada.",es_ES
error_page.home_link,"Ir a la página de inicio",es_ES
error_page.text,"No hemos encontrado la página que estás buscando.",es_ES
homepage.carousel.previous,Anterior,es_ES
customer.signup,"¿Nuevo cliente?",es_ES
customer.signin,"Iniciar sesión",es_ES
customer.logout,"Cerrar sesión",es_ES
