cart.remove.items.success,"Producten zijn succesvol verwijderd",nl_NL
cart.add.items.success,"Items succesvol toegevoegd",nl_NL
cart.your-order,"Uw bestelling",nl_NL
cart.price,Prijs,nl_NL
cart.shipping.order-item,"+ Verzending",nl_NL
cart.shipping,Verzending,nl_NL
cart.total,Totaal,nl_NL
cart.checkout,Afrekenen,nl_NL
cart.empty,"Uw winkelwagen is leeg!",nl_NL
cart.cart,Winkelwagen,nl_NL
cart.total.discount,Korting,nl_NL
cart.vouchers,Vouchers,nl_NL
cart.discounts,Kortingen,nl_NL
cart.sales-order-threshold,"Minimale bestelwaarde",nl_NL
cart.title.available_discounts,"Beschikbare kortingen",nl_NL
cart_widget.add_product.separate,"Toevoegen als apart item",nl_NL
checkout.sales-order-threshold,"Minimale bestelwaarde",nl_NL
sales-order-threshold.expense.name,Toeslag,nl_NL
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Toeslag,nl_NL
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Toeslag,nl_NL
cart.item_quantity,Aantal,nl_NL
cart.item_attributes_needed,"Selecteer alstublieft meer attributen",nl_NL
cart.voucher.redeem,"Code inwisselen",nl_NL
cart.price.subtotal,Subtotaal,nl_NL
cart.price.grand.total,Totaalbedrag,nl_NL
cart.total.tax_total,Belasting,nl_NL
cart.total.tax_total.calculated_at_checkout,"berekend bij het afrekenen",nl_NL
auth.login,Aanmelden,nl_NL
auth.password,Wachtwoord,nl_NL
auth.password-forgot,Vergeten?,nl_NL
auth.email,E-mail,nl_NL
auth.register,Registreren,nl_NL
auth.im-new-customer,"Nieuwe klant",nl_NL
auth.im-already-customer,"Ik heb al een account",nl_NL
navigation.menu.categories,Categorieën,nl_NL
navigation.menu.have-a-look,"Het is de moeite waard om te kijken",nl_NL
page.checkout.errors,"Controleer alstublieft uw invoer.",nl_NL
page.checkout.client.existing,"Bestaande klant",nl_NL
page.checkout.client.new,"Nieuwe klant",nl_NL
customer.password,Wachtwoord,nl_NL
password.confirm,"Bevestig wachtwoord",nl_NL
page.checkout.address.heading,"1. Adresgegevens",nl_NL
page.checkout.address.name,Naam,nl_NL
page.checkout.address.billing-address,Factuuradres,nl_NL
page.checkout.address.billing-isnt-shipping-address,"Ander afleveradres",nl_NL
page.checkout.address.shipping-address,Afleveradres,nl_NL
page.checkout.address.address-example,"Voorbeeld:</br>Wayne Manor 1</br>10292 Gotham City</br>z.H. Alfred Pennyworth",nl_NL
page.checkout.address.next-step,"Ga verder naar verzendmethode",nl_NL
page.checkout.address.edit,"Adresgegevens bewerken",nl_NL
page.checkout.address.use_selected_address,"Gebruik geselecteerd adres",nl_NL
page.checkout.address.different_delivery_address,"Gebruik een ander afleveradres",nl_NL
page.checkout.address.different_billing_address,"Gebruik een ander factuuradres",nl_NL
page.checkout.address.option_group.customer,Klantadressen,nl_NL
page.checkout.address.option_group.company_business_unit,"Zakelijke adressen",nl_NL
page.checkout.address.delivery.address_select,"Selecteer een afleveradres",nl_NL
page.checkout.address.billing.address_select,"Selecteer een factuuradres",nl_NL
page.checkout.shipment.heading,"2. Verzendmethode",nl_NL
shipment.standart.name,Standaard,nl_NL
shipment.express.name,Express,nl_NL
shipment.standart.description,"2-4 werkdagen",nl_NL
page.checkout.shipping.delivery_time,Levertijd:,nl_NL
page.checkout.shipping.day,dag,nl_NL
page.checkout.shipping.days,dagen,nl_NL
page.checkout.shipping.price,Prijs:,nl_NL
shipment.express.description,"24-48 uur (werkdagen)",nl_NL
page.checkout.shipment.edit,"Verzendmethode bewerken",nl_NL
page.checkout.shipment.next-step,"Ga verder naar betaalmethode",nl_NL
page.checkout.shipment.item.quantity,Hoeveelheid,nl_NL
page.checkout.shipment.item.price,Prijs,nl_NL
page.checkout.shipment.shipping_address.title,Afleveradres,nl_NL
page.checkout.shipment.requested_delivery_date.label,"Gewenste leverdatum",nl_NL
page.checkout.shipment.requested_delivery_date.placeholder,"Laat leeg als u het zo snel mogelijk wilt ontvangen",nl_NL
page.checkout.shipment.requested_delivery_date.title,"Wanneer wilt u het ontvangen?",nl_NL
page.checkout.payment.heading,"3. Betaalmethode",nl_NL
page.checkout.payment.edit,"Betaalmethode bewerken",nl_NL
page.checkout.payment.next-step,"Ga verder om de bestelling af te ronden",nl_NL
page.checkout.summary.billing,Factuuradres,nl_NL
page.checkout.summary.shipping,Verzendadres,nl_NL
page.checkout.summary.date_of_birth,Geboortedatum,nl_NL
page.checkout.summary.card_type,Kaarttype,nl_NL
page.checkout.summary.card_number,Kaartnummer,nl_NL
page.checkout.summary.name_on_card,"Naam op de kaart",nl_NL
page.checkout.summary.card_expires,Vervaldatum,nl_NL
page.checkout.summary.complete_checkout,"Voltooi afrekenen",nl_NL
page.checkout.summary.accept_terms_and_conditions,"Ik accepteer de algemene voorwaarden",nl_NL
page.checkout.finalize.heading,"4. Controleer en finaliseer bestelling",nl_NL
shipment.international.parcel.service,"Internationale pakketdiensten",nl_NL
page.checkout.terms,"Ik accepteer de algemene voorwaarden.",nl_NL
page.checkout.finalize.enter-voucher,"Voer vouchercode in",nl_NL
page.checkout.finalize.tos,"Met een klik op de knop ""Nu kopen"" bevestig ik de algemene voorwaarden.",nl_NL
page.checkout.finalize.buy-now,"Nu kopen",nl_NL
page.detail.add-to-cart,"Toevoegen aan winkelwagen",nl_NL
