cart.remove.items.success,"Los productos se eliminaron correctamente",es_ES
cart.add.items.success,"Artículos agregados correctamente",es_ES
cart.your-order,"Tu pedido",es_ES
cart.price,Precio,es_ES
cart.shipping.order-item,"+ Envío",es_ES
cart.shipping,Envío,es_ES
cart.total,Total,es_ES
cart.checkout,Pagar,es_ES
cart.empty,"¡Tu carrito de compras está vacío!",es_ES
cart.cart,Carrito,es_ES
cart.total.discount,Descuento,es_ES
cart.vouchers,Vales,es_ES
cart.discounts,Descuentos,es_ES
cart.sales-order-threshold,"Valor Mínimo de Pedido",es_ES
cart.title.available_discounts,"Descuentos disponibles",es_ES
cart_widget.add_product.separate,"Agregar como artículo separado",es_ES
checkout.sales-order-threshold,"Valor Mínimo de Pedido",es_ES
sales-order-threshold.expense.name,Recargo,es_ES
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Recargo,es_ES
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Recargo,es_ES
cart.item_quantity,Cantidad,es_ES
cart.item_attributes_needed,"Por favor selecciona más atributos",es_ES
cart.voucher.redeem,"Código de canje",es_ES
cart.price.subtotal,Subtotal,es_ES
cart.price.grand.total,Total,es_ES
cart.total.tax_total,Impuesto,es_ES
cart.total.tax_total.calculated_at_checkout,"calculado al finalizar la compra",es_ES
auth.login,Registrarse,es_ES
auth.password,Contraseña,es_ES
auth.password-forgot,"¿Olvidaste tu contraseña?",es_ES
auth.email,"Correo electrónico",es_ES
auth.register,Registrarse,es_ES
auth.im-new-customer,"Nuevo cliente",es_ES
auth.im-already-customer,"Ya tengo una cuenta",es_ES
navigation.menu.categories,Categorías,es_ES
navigation.menu.have-a-look,"Vale la pena echar un vistazo",es_ES
page.checkout.errors,"Por favor, verifica tu entrada.",es_ES
page.checkout.client.existing,"Cliente existente",es_ES
page.checkout.client.new,"Nuevo cliente",es_ES
customer.password,Contraseña,es_ES
password.confirm,"Confirm passwort",es_ES
page.checkout.address.heading,"1. Datos de dirección",es_ES
page.checkout.address.name,Nombre,es_ES
page.checkout.address.billing-address,"Dirección de facturación",es_ES
page.checkout.address.billing-isnt-shipping-address,"Dirección de entrega diferente",es_ES
page.checkout.address.shipping-address,"Dirección de entrega",es_ES
page.checkout.address.address-example,"Ejemplo:</br>Wayne Manor 1</br>10292 Gotham City</br>z.H. Alfred Pennyworth",es_ES
page.checkout.address.next-step,"Continuar con el método de envío",es_ES
page.checkout.address.edit,"Editar datos de dirección",es_ES
page.checkout.address.use_selected_address,"Usar la dirección seleccionada",es_ES
page.checkout.address.different_delivery_address,"Utilizar una dirección de entrega diferente",es_ES
page.checkout.address.different_billing_address,"Utilizar una dirección de facturación diferente",es_ES
page.checkout.address.option_group.customer,"Direcciones del cliente",es_ES
page.checkout.address.option_group.company_business_unit,"Direcciones de la empresa",es_ES
page.checkout.address.delivery.address_select,"Seleccionar una dirección de entrega",es_ES
page.checkout.address.billing.address_select,"Seleccionar una dirección de facturación",es_ES
page.checkout.shipment.heading,"2. Método de envío",es_ES
shipment.standart.name,Estándar,es_ES
shipment.express.name,Express,es_ES
shipment.standart.description,"2-4 días laborables",es_ES
page.checkout.shipping.delivery_time,"Tiempo de entrega:",es_ES
page.checkout.shipping.day,día,es_ES
page.checkout.shipping.days,días,es_ES
page.checkout.shipping.price,Precio:,es_ES
shipment.express.description,"24-48 horas (días laborables)",es_ES
page.checkout.shipment.edit,"editar Método de Envío",es_ES
page.checkout.shipment.next-step,"Continuar al Método de Pago",es_ES
page.checkout.shipment.item.quantity,Cantidad,es_ES
page.checkout.shipment.item.price,Precio,es_ES
page.checkout.shipment.shipping_address.title,"Dirección de entrega",es_ES
page.checkout.shipment.requested_delivery_date.label,"Fecha de entrega solicitada",es_ES
page.checkout.shipment.requested_delivery_date.placeholder,"Déjalo vacío si lo quieres lo antes posible",es_ES
page.checkout.shipment.requested_delivery_date.title,"¿Cuándo quieres que se entregue?",es_ES
page.checkout.payment.heading,"3. Método de pago",es_ES
page.checkout.payment.edit,"editar Método de pago",es_ES
page.checkout.payment.next-step,"Continuar para finalizar el pedido",es_ES
page.checkout.summary.billing,"Dirección de facturación",es_ES
page.checkout.summary.shipping,"Dirección de envío",es_ES
page.checkout.summary.date_of_birth,"Fecha de nacimiento",es_ES
