cart.remove.items.success,"Produtos foram removidos com sucesso",pt_PT
cart.add.items.success,"Itens adicionados com sucesso",pt_PT
cart.your-order,"A sua Encomenda",pt_PT
cart.price,Preço,pt_PT
cart.shipping.order-item,"+ Envio",pt_PT
cart.shipping,Envio,pt_PT
cart.total,Total,pt_PT
cart.checkout,"Finalizar compra",pt_PT
cart.empty,"O seu carrinho de compras está vazio!",pt_PT
cart.cart,Carrinho,pt_PT
cart.total.discount,Desconto,pt_PT
cart.vouchers,Vouchers,pt_PT
cart.discounts,Descontos,pt_PT
cart.sales-order-threshold,"Valor Mínimo do Pedido",pt_PT
cart.title.available_discounts,"Descontos disponíveis",pt_PT
cart_widget.add_product.separate,"Adicionar como item separado",pt_PT
checkout.sales-order-threshold,"Valor Mínimo do Pedido",pt_PT
sales-order-threshold.expense.name,Sobretaxa,pt_PT
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Sobretaxa,pt_PT
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Sobretaxa,pt_PT
cart.item_quantity,Quantidade,pt_PT
cart.item_attributes_needed,"Por favor selecione mais atributos",pt_PT
cart.voucher.redeem,"Código de resgate",pt_PT
cart.price.subtotal,Subtotal,pt_PT
cart.price.grand.total,"Total geral",pt_PT
cart.total.tax_total,Imposto,pt_PT
cart.total.tax_total.calculated_at_checkout,"calculado no checkout",pt_PT
auth.login,Inscrever-se,pt_PT
auth.password,Senha,pt_PT
auth.password-forgot,Esqueceu?,pt_PT
auth.email,E-mail,pt_PT
auth.register,Registar,pt_PT
auth.im-new-customer,"Novo Cliente",pt_PT
auth.im-already-customer,"Já tenho uma conta",pt_PT
navigation.menu.categories,Categorias,pt_PT
navigation.menu.have-a-look,"Vale a pena dar uma vista de olhos",pt_PT
page.checkout.errors,"Por favor verifique a sua entrada.",pt_PT
page.checkout.client.existing,"Cliente Existente",pt_PT
page.checkout.client.new,"Novo Cliente",pt_PT
customer.password,Password,pt_PT
password.confirm,"Confirm passwort",pt_PT
page.checkout.address.heading,"1. Dados de Endereço",pt_PT
page.checkout.address.name,Nome,pt_PT
page.checkout.address.billing-address,"Endereço de Faturação",pt_PT
page.checkout.address.billing-isnt-shipping-address,"Endereço de Entrega Diferente",pt_PT
page.checkout.address.shipping-address,"Endereço de Entrega",pt_PT
