cart.remove.items.success,"تمت إزالة المنتجات بنجاح",ar_AE
cart.add.items.success,"العناصر تمت إضافتها بنجاح",ar_AE
cart.add.items.error.text,"هناك خطأ ما. نأسف.",ar_AE
cart.your-order,طلبك,ar_AE
cart.price,السعر,ar_AE
cart.shipping.order-item,"+ الشحن",ar_AE
cart.shipping,الشحن,ar_AE
cart.total,الإجمالي,ar_AE
cart.checkout,الدفع,ar_AE
cart.empty,"سلة التسوق الخاصة بك فارغة!",ar_AE
cart.cart,"عربة التسوق",ar_AE
cart.total.discount,تخفيض,ar_AE
cart.vouchers,قسائم,ar_AE
cart.discounts,تخفيضات,ar_AE
cart.item_quantity,الكمية,ar_AE
cart.item_attributes_needed,"يرجى اختيار المزيد من السمات",ar_AE
cart.voucher.redeem,"استبدال الرمز",ar_AE
cart.price.subtotal,"المجموع الفرعي",ar_AE
cart.price.grand.total,"المجموع الكلي",ar_AE
cart.total.tax_total,الضريبة,ar_AE
cart.total.tax_total.calculated_at_checkout,"محسوبة عند الدفع",ar_AE
cart.delete.item,حذف,ar_AE
cart.sales-order-threshold,"الحد الأدنى لقيمة الطلب",ar_AE
cart.title.available_discounts,"الخصومات المتاحة",ar_AE
checkout.sales-order-threshold,"الحد الأدنى لقيمة الطلب",ar_AE
sales-order-threshold.expense.name,"تكلفة إضافية",ar_AE
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,"تكلفة إضافية",ar_AE
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,"تكلفة إضافية",ar_AE
auth.login,التسجيل,ar_AE
auth.password,"كلمة المرور",ar_AE
auth.password-forgot,نسيت؟,ar_AE
auth.email,"البريد الإلكتروني",ar_AE
auth.register,سجل,ar_AE
auth.im-new-customer,"عميل جديد",ar_AE
auth.im-already-customer,"لدي حساب بالفعل",ar_AE
navigation.menu.categories,التصنيفات,ar_AE
navigation.menu.have-a-look,"من الجدير بالنظر",ar_AE
page.checkout.errors,"يرجى التحقق من مدخلاتك.",ar_AE
page.checkout.client.existing,"العميل الحالي",ar_AE
page.checkout.client.new,"عميل جديد",ar_AE
customer.password,"كلمة المرور",ar_AE
password.confirm,"تأكيد كلمة المرور",ar_AE
page.checkout.address.heading,"1. بيانات العنوان",ar_AE
page.checkout.address.name,الاسم,ar_AE
page.checkout.address.billing-address,"عنوان الفوترة",ar_AE
page.checkout.address.billing-isnt-shipping-address,"عنوان التوصيل المختلف",ar_AE
