"Table name is not allowed for dynamic entity. Table: %s","اسم الجدول غير مسموح به لكيان ديناميكي. الجدول: %s"
"Table name or table alias is not unique for dynamic entity. Table: %s","اسم الجدول أو اسم الجدول المستعار غير فريد لكيان ديناميكي. الجدول: %s"
"Table name is not unique for dynamic entity. Table: %s","اسم الجدول غير فريد لكيان ديناميكي. الجدول: %s"
"Table alias is not unique for dynamic entity. Table: %s","اسم الجدول المستعار غير فريد لكيان ديناميكي. الجدول: %s"
"Validation rule `isRequired` must be set for boolean field type.","يجب تعيين قاعدة التحقق 'isRequired' لنوع الحقل المنطقي."
"Validation setting `isRequired` must be set for `decimal` field type.","يجب تعيين إعداد التحقق 'isRequired' لنوع الحقل 'decimal'."
"Validation setting `scale` must be less than `precision` for `decimal` field type.","يجب أن يكون إعداد التحقق 'scale' أقل من 'precision' لنوع الحقل 'decimal'."
"Validation setting `isRequired` must be set for `integer` field type.","يجب تعيين إعداد التحقق 'isRequired' لنوع الحقل 'integer'."
"Validation setting `min` must be less than `max` for `integer` field type.","يجب أن يكون إعداد التحقق 'min' أقل من 'max' لنوع الحقل 'integer'."
"Validation setting `isRequired` must be set for `string` field type.","يجب تعيين إعداد التحقق 'isRequired' لنوع الحقل 'string'."
"Validation setting `minLength` must be less than `maxLength` for `string` field type.","إعداد التحقق من الصحة `minLength` يجب أن يكون أقل من `maxLength` لنوع الحقل `string`."
"Field type is not allowed for dynamic entity. Type: %s","نوع الحقل غير مسموح به للكيان الديناميكي. النوع: %s"
"Identifier is required for dynamic entity configuration.","المعرف مطلوب لتكوين الكيان الديناميكي."
"Identifier is not defined in field definitions.","المعرف غير محدد في تعريفات الحقول."
"Field definition `type` is required for dynamic entity configuration.","تعريف الحقل `type` مطلوب لتكوين الكيان الديناميكي."
"Field definition `fieldName` is required for dynamic entity configuration.","تعريف الحقل `fieldName` مطلوب لتكوين الكيان الديناميكي."
"Field definition `fieldVisibleName` is required for dynamic entity configuration.","تعريف الحقل `fieldVisibleName` مطلوب لتكوين الكيان الديناميكي."
"Field definition `isCreatable` is required for dynamic entity configuration.","تعريف الحقل `isCreatable` مطلوب لتكوين الكيان الديناميكي."
"Field definition `isEditable` is required for dynamic entity configuration.","تعريف الحقل `isEditable` مطلوب لتكوين الكيان الديناميكي."
"Resource name `%s` is not valid. Allowed characters: a-z, A-Z, 0-9, _ and - ","اسم المورد `%s` غير صالح. الأحرف المسموح بها: a-z، A-Z، 0-9، _ و -."
