cart.remove.items.success,产品已成功移除,zh_CN
cart.add.items.error.text,出了点问题。抱歉。,zh_CN
cart.add.items.success,成功添加商品,zh_CN
cart.your-order,您的订单,zh_CN
cart.product-option,产品选项,zh_CN
cart.price,价格,zh_CN
cart.shipping.order-item,"+ 运输",zh_CN
cart.shipping,运输,zh_CN
cart.total,总计,zh_CN
cart.checkout,结账,zh_CN
cart.empty,您的购物车是空的！,zh_CN
cart.cart,购物车,zh_CN
cart.total.discount,折扣,zh_CN
cart.vouchers,代金券,zh_CN
cart.discounts,折扣,zh_CN
cart.sales-order-threshold,最低订单金额,zh_CN
cart.title.available_discounts,可用折扣,zh_CN
checkout.sales-order-threshold,最低订单金额,zh_CN
sales-order-threshold.expense.name,附加费,zh_CN
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,附加费,zh_CN
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,附加费,zh_CN
cart.item_quantity,数量,zh_CN
cart.item_attributes_needed,请选择更多属性,zh_CN
cart.voucher.redeem,兑换码,zh_CN
cart.price.subtotal,小计,zh_CN
cart.price.grand.total,总计,zh_CN
cart.total.tax_total,税收,zh_CN
cart.total.tax_total.calculated_at_checkout,结账时计算,zh_CN
sales-order-threshold.hard-minimum-threshold.de.eur.message,您应该添加{{threshold}}个商品以达到推荐的门槛。您无法继续结账。,zh_CN
sales-order-threshold.hard-minimum-threshold.de.chf.message,您应该添加{{threshold}}个商品以达到推荐的门槛。您无法继续结账。,zh_CN
sales-order-threshold.hard-maximum-threshold.de.eur.message,购物车金额不能超过{{threshold}}。请删除一些商品以继续下单。,zh_CN
sales-order-threshold.hard-maximum-threshold.de.chf.message,购物车金额不能超过{{threshold}}。请删除一些商品以继续下单。,zh_CN
sales-order-threshold.soft-minimum-threshold.de.eur.message,您需要添加{{threshold}}个商品才能达到推荐阈值，但如果您愿意，也可以直接去结账。,zh_CN
sales-order-threshold.soft-minimum-threshold.de.chf.message,您需要添加{{threshold}}个商品才能达到推荐阈值，但如果您愿意，也可以直接去结账。,zh_CN
auth.login,注册,zh_CN
auth.password,密码,zh_CN
auth.password-forgot,忘记了吗？,zh_CN
auth.email,电子邮件,zh_CN
auth.register,注册,zh_CN
auth.im-new-customer,新客户,zh_CN
auth.im-already-customer,我已经有一个账户,zh_CN
navigation.menu.categories,类别,zh_CN
navigation.menu.have-a-look,值得一看,zh_CN
page.checkout.errors,请检查您的输入。,zh_CN
page.checkout.client.existing,现有客户,zh_CN
page.checkout.client.new,新客户,zh_CN
customer.password,密码,zh_CN
password.confirm,确认密码,zh_CN
page.checkout.address.heading,"1. 地址数据",zh_CN
page.checkout.address.name,名称,zh_CN
page.checkout.address.billing-address,账单地址,zh_CN
page.checkout.address.billing-isnt-shipping-address,不同的送货地址,zh_CN
page.checkout.address.shipping-address,送货地址,zh_CN
page.checkout.address.address-example,示例：</br>韦恩庄园1号</br>10292哥谭市</br>z.H. 阿尔弗雷德·彭尼沃斯,zh_CN
page.checkout.address.next-step,继续选择运输方式,zh_CN
page.checkout.address.edit,编辑地址数据,zh_CN
page.checkout.address.use_selected_address,使用选择的地址,zh_CN
page.checkout.address.different_delivery_address,使用不同的送货地址,zh_CN
page.checkout.address.different_billing_address,使用不同的账单地址,zh_CN
page.checkout.address.option_group.customer,客户地址,zh_CN
page.checkout.address.option_group.company_business_unit,商业地址,zh_CN
page.checkout.address.delivery.address_select,选择一个送货地址,zh_CN
page.checkout.address.billing.address_select,选择一个账单地址,zh_CN
page.checkout.address.manage_your_addresses,管理您的地址,zh_CN
page.checkout.address.address_select.label,选择一个送货地址,zh_CN
page.checkout.address.address_select.placeholder,选择一个地址,zh_CN
page.checkout.address.multi_shipment.title,将每个产品分配到其自己的交货地址,zh_CN
page.checkout.shipment.heading,"2. 配送方式",zh_CN
shipment.standart.name,标准,zh_CN
