cart.remove.items.success,"تمت إزالة المنتجات بنجاح",ar_AE
cart.add.items.error.text,"هناك خطأ ما. نأسف.",ar_AE
cart.add.items.success,"العناصر تمت إضافتها بنجاح",ar_AE
cart.your-order,طلبك,ar_AE
cart.product-option,"خيارات المنتج",ar_AE
cart.price,السعر,ar_AE
cart.shipping.order-item,"+ الشحن",ar_AE
cart.shipping,الشحن,ar_AE
cart.total,الإجمالي,ar_AE
cart.checkout,الدفع,ar_AE
cart.empty,"سلة التسوق الخاصة بك فارغة!",ar_AE
cart.cart,"عربة التسوق",ar_AE
cart.total.discount,تخفيض,ar_AE
cart.vouchers,قسائم,ar_AE
cart.discounts,تخفيضات,ar_AE
cart.sales-order-threshold,"الحد الأدنى لقيمة الطلب",ar_AE
cart.title.available_discounts,"الخصومات المتاحة",ar_AE
checkout.sales-order-threshold,"الحد الأدنى لقيمة الطلب",ar_AE
sales-order-threshold.expense.name,"تكلفة إضافية",ar_AE
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,"تكلفة إضافية",ar_AE
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,"تكلفة إضافية",ar_AE
cart.item_quantity,الكمية,ar_AE
cart.item_attributes_needed,"يرجى اختيار المزيد من السمات",ar_AE
cart.voucher.redeem,"استبدال الرمز",ar_AE
cart.price.subtotal,"المجموع الفرعي",ar_AE
cart.price.grand.total,"المجموع الكلي",ar_AE
cart.total.tax_total,الضريبة,ar_AE
cart.total.tax_total.calculated_at_checkout,"محسوبة عند الدفع",ar_AE
sales-order-threshold.hard-minimum-threshold.de.eur.message,"يجب عليك إضافة عناصر بقيمة {{threshold}} لتجاوز الحد الأدنى الموصى به. لا يمكنك المتابعة مع عملية الدفع.",ar_AE
sales-order-threshold.hard-minimum-threshold.de.chf.message,"يجب عليك إضافة عناصر بقيمة {{threshold}} لتجاوز الحد الأدنى الموصى به. لا يمكنك المتابعة مع عملية الدفع.",ar_AE
sales-order-threshold.hard-maximum-threshold.de.eur.message,"قيمة السلة لا يمكن أن تكون أعلى من {{threshold}}. يرجى إزالة بعض العناصر لمتابعة الطلب.",ar_AE
sales-order-threshold.hard-maximum-threshold.de.chf.message,"قيمة السلة لا يمكن أن تكون أعلى من {{threshold}}. يرجى إزالة بعض العناصر لمتابعة الطلب.",ar_AE
