"Add Company Unit Address","Añadir dirección de unidad de negocio"
"Addition to address","Adición a la dirección"
"Back to Company Unit Addresses","Volver a las direcciones de la unidad de empresa"
"Company Unit Address","Dirección de unidad de negocio"
"Company unit address create failed.","Error al crear la dirección de la unidad de empresa."
"Company unit address has been successfully created.","La dirección de la unidad de empresa se ha creado correctamente."
"Company unit address has been successfully updated.","La dirección de la unidad de empresa se ha actualizado correctamente."
"Company Unit Address Id","Id de dirección de la unidad de empresa"
"Company unit address update failed.","Error al actualizar la dirección de la unidad de empresa."
"Company Unit Addresses","Direcciones de la unidad de empresa"
"Create Company Unit Address","Crear dirección de unidad de empresa"
"Edit Company Unit Address:","Editar dirección de unidad de negocio:"
"Edit Company Unit Address","Editar dirección de unidad de negocio"
"List of Company Unit Addresses","Lista de direcciones de unidad de negocio"
Number,número
"Overview of Company Unit Addresses","Resumen de direcciones de unidad de negocio"
Save,Guardar
Street,Calle
Zipcode,"Código postal"
