"Add Company Unit Address","Ajouter l'adresse de l'unité commerciale"
"Addition to address","Addition à l'adresse"
"Back to Company Unit Addresses","Retour aux adresses de l'unité d'entreprise"
"Company Unit Address","Adresse de l'unité commerciale"
"Company unit address create failed.","Échec de la création de l'adresse de l'unité d'entreprise."
"Company unit address has been successfully created.","L'adresse de l'unité d'entreprise a été créée avec succès."
"Company unit address has been successfully updated.","L'adresse de l'unité d'entreprise a été mise à jour avec succès."
"Company Unit Address Id","Identifiant de l'adresse de l'unité d'entreprise"
"Company unit address update failed.","Échec de la mise à jour de l'adresse de l'unité d'entreprise."
"Company Unit Addresses","Adresses des unités d'entreprise"
"Create Company Unit Address","Créer une adresse d'unité d'entreprise"
"Edit Company Unit Address:","Modifier l'adresse de l'unité commerciale :"
"Edit Company Unit Address","Modifier l'adresse de l'unité commerciale"
"List of Company Unit Addresses","Liste des adresses des unités commerciales"
Number,numéro
"Overview of Company Unit Addresses","Aperçu des adresses des unités commerciales"
Save,Enregistrer
Street,Rue
Zipcode,"Code postal"
