"Add attribute to search","Añadir atributo a la búsqueda"
"Attribute key","Clave de atributo"
"Attribute key is already used","La clave de atributo ya está en uso"
"Attribute to search was added successfully.","El atributo de búsqueda se añadió correctamente."
"Attribute to search was successfully deactivated.","El atributo de búsqueda se desactivó correctamente."
"Attribute to search was successfully updated.","El atributo de búsqueda se actualizó correctamente."
"Attribute with id %s doesn't exist","El atributo con id %s no existe"
"Category Filters","Filtros de categoría"
"Completion terms","Términos de finalización"
"Create filter","Crear filtro"
Delete,Eliminar
Edit,Editar
"Edit filter order","Editar orden de filtro"
"Edit search preferences","Editar preferencias de búsqueda"
"Edit Search Preferences","Editar preferencias de búsqueda"
"Filter name","Nombre del filtro"
"Filter position","Posición del filtro"
"Filter Preferences","Preferencias de filtro"
"Filter preference was created successfully.","La preferencia de filtro se creó correctamente."
"Filter preference was updated successfully.","La preferencia de filtro se actualizó correctamente."
"Filter preferences synchronization was successful.","La sincronización de preferencias de filtro fue exitosa."
"Filter successfully deleted.","Filtro eliminado correctamente."
"Filter type","Tipo de filtro"
"Full text","Texto completo"
"Full text boosted","Texto completo con aumento"
"General Information","Información general"
"Include for completion","Incluido para finalización"
"Include for full text","Incluido para texto completo"
"Include for full text boosted","Incluido para texto completo con aumento"
"Include for suggestion","Incluido para sugerencia"
"List of filters","Lista de filtros"
"List of search preferences","Lista de preferencias de búsqueda"
multi-select,multi-selección
range,rango
Save,Guardar
"Save Order","Guardar orden"
"Search and Filters","Búsqueda y filtros"
"Search Preferences","Preferencias de búsqueda"
"Search preferences","Preferencias de búsqueda"
"Search preferences synchronization was successful.","La sincronización de preferencias de búsqueda fue exitosa."
single-select,"Selección única"
"Suggestion terms","Términos de sugerencia"
"Synchronize filter preferences","Sincronizar preferencias de filtro"
"Synchronize search preferences","Sincronizar preferencias de búsqueda"
"This field contains illegal characters. It should contain only lower case letters, digits, numbers, underscores (""_""), hyphens (""-"") and colons ("":"").","Este campo contiene caracteres no permitidos. Debe contener solo letras minúsculas, dígitos, guiones bajos (""_""), guiones (""-"") y dos puntos ("":"")."
Translations,Traducciones
"Type first three letters of an existing attribute key for suggestions.","Escriba las primeras tres letras de una clave de atributo existente para obtener sugerencias."
"View Filter","Ver filtro"
"Deactivate all","Desactivar todo"
"Create Filter","Crear filtro"
"Edit filter","Editar filtro"
