"<- Prev Step","<- Prev Step"
"Add Item",添加商品
"Add Voucher",添加优惠券
"Added Items",已添加的商品
"Billing address",账单地址
"Billing same as shipping",账单地址与收货地址相同
"Create Customer",创建客户
"Create Order",创建订单
"Customer is registered successfully.",客户注册成功。
Discounts,折扣
"Dummy payment invoice",虚拟支付发票
"Grand Total",总计
"Invalid data provided.",提供的数据无效。
"Manual Order Entry",手动订单录入
Name,姓名
"Next Step ->","下一步 ->"
"Order is created successfully.",订单创建成功。
"Order Source",订单来源
Payment,支付
"Price to pay",应付金额
Quantity,数量
Redeem,兑换
Sales,销售
Save,保存
"Select Customer",选择客户
"Select Products",选择商品
"Selecting a shipment method",选择运输方式
Shipping,运输
"Shipping address",运输地址
Sku,SKU
"Sub Total",小计
Submit,提交
"Submit order",提交订单
"Submit Order",提交订单
"Sum Gross Price",总毛价
Tax,税费
"Unit Gross Price",单位毛价
Vouchers,优惠券
