"<- Prev Step","<- Prev Step"
"Add Item","Aggiungi articolo"
"Add Voucher","Aggiungi buono"
"Added Items","Articoli aggiunti"
"Billing address","Indirizzo di fatturazione"
"Billing same as shipping","Fatturazione uguale alla spedizione"
"Create Customer","Crea cliente"
"Create Order","Crea ordine"
"Customer is registered successfully.","Il cliente è registrato con successo."
Discounts,Sconti
"Dummy payment invoice","Fattura di pagamento fittizia"
"Grand Total","Totale complessivo"
"Invalid data provided.","Dati forniti non validi."
"Manual Order Entry","Inserimento manuale ordine"
Name,Nome
"Next Step ->","Passaggio successivo ->"
"Order is created successfully.","Ordine creato con successo."
"Order Source","Origine ordine"
Payment,Pagamento
"Price to pay","Prezzo da pagare"
Quantity,Quantità
Redeem,Riscatta
Sales,Vendite
Save,Salva
"Select Customer","Seleziona cliente"
"Select Products","Seleziona prodotti"
"Selecting a shipment method","Selezione del metodo di spedizione"
Shipping,Spedizione
"Shipping address","Indirizzo di spedizione"
Sku,SKU
"Sub Total",Subtotale
Submit,Invia
"Submit order","Invia ordine"
"Submit Order","Invia ordine"
"Sum Gross Price","Somma prezzo lordo"
Tax,Imposta
"Unit Gross Price","Prezzo lordo unitario"
Vouchers,Buoni
