"Architecture Sniffers","Architecture Sniffers"
Catalog,Catalogo
"Collector: Drop Search Timestamps","Collector: Drop Search Timestamps"
"Collector: Drop Storage Timestamps","Collector: Drop Storage Timestamps"
Content,Contenuto
"Global Threshold","Soglia globale"
Marketplace,Mercato
"Merchant Relationships Threshold","Soglia delle relazioni con i commercianti"
"MIME Type Settings","Impostazioni del tipo MIME"
"Module Overview","Panoramica del modulo"
"Sync Permissions","Sincronizza autorizzazioni"
"User Groups","Gruppi utenti"
"User Roles","Ruoli utente"
Users,Utenti
