"Add a Dataset","Añadir un conjunto de datos"
"Add Dataset","Añadir conjunto de datos"
"Back to Dataset list","Volver a la lista de conjuntos de datos"
"Content file","Archivo de contenido"
Dataset,"Conjunto de datos"
"Dataset was activated successfully.","El conjunto de datos se activó correctamente."
"Dataset was deactivated successfully.","El conjunto de datos se desactivó correctamente."
"Edit Dataset","Editar conjunto de datos"
Save,Guardar
"Something wrong","Algo salió mal"
"No file selected.","No se ha seleccionado ningún archivo."
"Datasets list","Lista de conjuntos de datos"
