"Back to Tax Rates","Voltar para as Taxas de Imposto"
"Back to Tax Sets","Voltar para os Conjuntos de Imposto"
"Could not delete tax set. Is it assigned to product or shipping method?","Não foi possível excluir o conjunto de imposto. Está atribuído a um produto ou método de envio?"
Country,País
"Create Tax Rate","Criar Taxa de Imposto"
"Create Tax Set","Criar Conjunto de Imposto"
"Created at","Criado em"
Delete,Excluir
"Delete Tax Rate","Excluir Taxa de Imposto"
"Delete Tax Set","Excluir Conjunto de Imposto"
Edit,Editar
"Edit Tax Rate:","Editar Taxa de Imposto:"
"Edit Tax Set:","Editar Conjunto de Imposto:"
"List of tax rates","Lista de taxas de imposto"
"List of tax sets","Lista de conjuntos de imposto"
N/A,n/a
Name,Nome
"Overview of Tax Rates","Visão geral das Taxas de Imposto"
"Overview of Tax Sets","Visão geral dos Conjuntos de Imposto"
Percentage,Percentagem
Save,Salvar
"Select country.","Selecionar país."
"Tax rate %d was created successfully.","A taxa de imposto %d foi criada com sucesso."
"Tax rate %d was deleted successfully.","A taxa de imposto %d foi excluída com sucesso."
"Tax rate %d was updated successfully.","A taxa de imposto %d foi atualizada com sucesso."
"Tax Rate deletion confirmation","A Taxa de Imposto foi excluída com sucesso"
"Tax rate details","Detalhes da taxa de imposto"
"Tax rate ID","ID da taxa de imposto"
"Tax rate with id %s doesn't exist","A taxa de imposto com o ID %s não existe"
"Tax rate with provided name, percentage and country already exists.","Já existe uma taxa de imposto com o nome, percentagem e país fornecidos."
"Tax rates","Taxas de Imposto"
"Tax Rates","Taxas de Imposto"
"Tax set %d was created successfully.","O conjunto de imposto %d foi criado com sucesso."
"Tax set %d was updated successfully.","O conjunto de imposto %d foi atualizado com sucesso."
"Tax Set deletion confirmation","Tem certeza de que deseja excluir este conjunto de imposto?"
"Tax set details","Detalhes do conjunto de imposto"
"Tax set ID","ID do conjunto de imposto"
"Tax set is not created. Please fill-in all required fields.","O conjunto de imposto não foi criado. Preencha todos os campos obrigatórios."
"Tax set with id %s doesn't exist","O conjunto de imposto com o ID %s não existe"
"Tax Set with name ""%name%"" already exists.","Já existe um Conjunto de Imposto com o nome ""%name%""."
"Tax Sets","Conjuntos de Impostos"
Taxes,Impostos
"The tax set has been deleted","O conjunto de impostos foi eliminado"
"Updated at","Atualizado em"
"View Tax Rate:","Ver Taxa de Imposto:"
"View Tax Set:","Ver Conjunto de Impostos:"
"You should choose one or more tax rates","Deve escolher uma ou mais taxas de imposto"
"No country","Nenhum país"
"Edit Tax Rate","Editar Taxa de Imposto"
"Edit Tax Set","Editar Conjunto de Impostos"
