"Back to Tax Rates","Volver a las tasas de impuestos"
"Back to Tax Sets","Volver a los conjuntos de impuestos"
"Could not delete tax set. Is it assigned to product or shipping method?","No se pudo eliminar el conjunto de impuestos. ¿Está asignado a un producto o método de envío?"
Country,País
"Create Tax Rate","Crear tasa de impuesto"
"Create Tax Set","Crear conjunto de impuestos"
"Created at","Creado en"
Delete,Eliminar
"Delete Tax Rate","Eliminar tasa de impuesto"
"Delete Tax Set","Eliminar conjunto de impuestos"
Edit,Editar
"Edit Tax Rate:","Editar tasa de impuesto:"
"Edit Tax Set:","Editar conjunto de impuestos:"
"List of tax rates","Lista de tasas de impuestos"
"List of tax sets","Lista de conjuntos de impuestos"
N/A,n/a
Name,Nombre
"Overview of Tax Rates","Resumen de tasas de impuestos"
"Overview of Tax Sets","Resumen de conjuntos de impuestos"
Percentage,Porcentaje
Save,Guardar
"Select country.","Seleccionar país."
"Tax rate %d was created successfully.","La tasa de impuesto %d se creó correctamente."
"Tax rate %d was deleted successfully.","La tasa de impuesto %d se eliminó correctamente."
"Tax rate %d was updated successfully.","La tasa de impuesto %d se actualizó correctamente."
"Tax Rate deletion confirmation","La tasa de impuesto se eliminó correctamente"
"Tax rate details","Detalles de la tasa de impuesto"
"Tax rate ID","ID de la tasa de impuesto"
"Tax rate with id %s doesn't exist","La tasa de impuesto con el ID %s no existe"
"Tax rate with provided name, percentage and country already exists.","Ya existe una tasa de impuesto con el nombre, porcentaje y país proporcionados."
"Tax rates","Tasas de impuestos"
"Tax Rates","Tasas de impuestos"
"Tax set %d was created successfully.","El conjunto de impuestos %d se creó correctamente."
"Tax set %d was updated successfully.","El conjunto de impuestos %d se actualizó correctamente."
"Tax Set deletion confirmation","¿Estás seguro de eliminar este conjunto de impuestos?"
"Tax set details","Detalles del conjunto de impuestos"
"Tax set ID","ID del conjunto de impuestos"
"Tax set is not created. Please fill-in all required fields.","El conjunto de impuestos no se ha creado. Por favor, completa todos los campos requeridos."
"Tax set with id %s doesn't exist","El conjunto de impuestos con el ID %s no existe"
"Tax Set with name ""%name%"" already exists.","Ya existe un conjunto de impuestos con el nombre ""%name%""."
"Tax Sets","Conjuntos de impuestos"
Taxes,Impuestos
"The tax set has been deleted","El conjunto de impuestos ha sido eliminado"
"Updated at","Actualizado a"
"View Tax Rate:","Ver tasa de impuesto:"
"View Tax Set:","Ver conjunto de impuestos:"
"You should choose one or more tax rates","Debes elegir una o más tasas de impuestos"
"No country","Ningún país"
"Edit Tax Rate","Editar tasa de impuesto"
"Edit Tax Set","Editar conjunto de impuestos"
