"Add Company Business Unit","Adicionar Unidade de Negócio da Empresa"
"Back to Company Business Units","Voltar para Unidades de Negócio da Empresa"
"BU Name","Nome da UN"
"BU Parent","UN Pai"
"Company Business Unit","Unidade de Negócio da Empresa"
"Company Business Unit ""%s"" has been created.","A Unidade de Negócio da Empresa ""%s"" foi criada."
"Company Business Unit ""%s"" has been updated.","A Unidade de Negócio da Empresa ""%s"" foi atualizada."
"Company Business Unit ""%s"" has not been created.","A Unidade de Negócio da Empresa ""%s"" não foi criada."
"Company Business Unit ""%s"" has not been updated. A Business Unit cannot be set as a child to an own child Business Unit, please check the Business Unit hierarchy.","A Unidade de Negócio da Empresa ""%s"" não foi atualizada. Uma Unidade de Negócio não pode ser definida como filha de uma Unidade de Negócio própria, por favor verifique a hierarquia da Unidade de Negócio."
"Company Business Unit ""%s"" was deleted.","A Unidade de Negócio da Empresa ""%s"" foi excluída."
"Company name","Nome da Empresa"
"Company Units","Unidades da Empresa"
"Create Company Business Unit","Criar Unidade de Negócio da Empresa"
"Edit Company Business Unit","Editar Unidade de Negócio da Empresa"
"List of Company Business Units","Lista de unidades de negócio da empresa"
"No parent","Sem pai"
"Overview of Company Business Units","Visão geral das Unidades de Negócio da Empresa"
Parent,Pai
Save,Salvar
"Select one","Selecionar um"
"You can not delete a business unit ""%s"" while it contains user","Você não pode excluir uma unidade de negócio ""%s"" enquanto ela contiver usuários"
Address,Endereço
"Business Units","Unidades de Negócio"
"Business Unit","Unidade de Negócio"
"Business Unit name","Nome da Unidade de Negócio"
