"Are you sure about deleting this navigation?","Tem a certeza de que pretende eliminar esta navegação?"
"Are you sure you remove the selected node and all its children?","Tem a certeza de que pretende remover o nó selecionado e todos os seus filhos?"
"Back to Navigation Elements","Voltar aos Elementos de Navegação"
"Create child node","Criar nó filho"
"Create Navigation Element","Criar Elemento de Navegação"
"Delete Navigation","Eliminar Navegação"
"Delete selected node","Eliminar nó selecionado"
Duplicate,Duplicar
"Duplicate Navigation Element","Duplicar Elemento de Navegação"
"Edit node","Editar nó"
Key,Chave
Name,Nome
"Navigation element details","Detalhes do elemento de navegação"
"Navigation element %d was deleted successfully.","O elemento de navegação %d foi eliminado com sucesso."
"Navigation element %d was not found.","O elemento de navegação %d não foi encontrado."
"Navigation removal confirmation","Confirmação de remoção de navegação"
"Navigation tree","Árvore de navegação"
"No, I want to keep this navigation","Não, quero manter esta navegação"
Save,Guardar
"Save order","Guardar Ordem"
Search,Pesquisar
"Yes, delete this navigation","Sim, eliminar esta navegação"
"Overview of Navigation Elements","Visão geral dos Elementos de Navegação"
"Navigation element %d was activated successfully.","O elemento de navegação %d foi ativado com sucesso."
"Navigation element %d was deactivated successfully.","O elemento de navegação %d foi desativado com sucesso."
