"Are you sure about deleting this navigation?","Weet je zeker dat je deze navigatie wilt verwijderen?"
"Are you sure you remove the selected node and all its children?","Weet je zeker dat je de geselecteerde knoop en al zijn kinderen wilt verwijderen?"
"Back to Navigation Elements","Terug naar Navigatie Elementen"
"Create child node","Maak kindknoop aan"
"Create Navigation Element","Maak Navigatie Element aan"
"Delete Navigation","Verwijder Navigatie"
"Delete selected node","Verwijder geselecteerde knoop"
Duplicate,Dupliceren
"Duplicate Navigation Element","Dupliceren Navigatie Element"
"Edit node","Bewerk knoop"
Key,Sleutel
Name,Naam
"Navigation element details","Details van Navigatie Element"
"Navigation element %d was deleted successfully.","Navigatie element %d is succesvol verwijderd."
"Navigation element %d was not found.","Navigatie element %d is niet gevonden."
"Navigation removal confirmation","Bevestiging verwijderen van navigatie"
"Navigation tree",Navigatieboom
"No, I want to keep this navigation","Nee, ik wil deze navigatie behouden"
Save,Opslaan
"Save order","Volgorde opslaan"
Search,Zoeken
"Yes, delete this navigation","Ja, verwijder deze navigatie"
"Overview of Navigation Elements","Overzicht van Navigatie Elementen"
"Navigation element %d was activated successfully.","Navigatie element %d is succesvol geactiveerd."
"Navigation element %d was deactivated successfully.","Navigatie element %d is succesvol gedeactiveerd."
