"Are you sure about deleting this navigation?","¿Estás seguro de eliminar esta navegación?"
"Are you sure you remove the selected node and all its children?","¿Estás seguro de que quieres eliminar el nodo seleccionado y todos sus hijos?"
"Back to Navigation Elements","Volver a los elementos de navegación"
"Create child node","Crear nodo hijo"
"Create Navigation Element","Crear elemento de navegación"
"Delete Navigation","Eliminar navegación"
"Delete selected node","Eliminar nodo seleccionado"
Duplicate,Duplicar
"Duplicate Navigation Element","Duplicar elemento de navegación"
"Edit node","Editar nodo"
Key,Clave
Name,Nombre
"Navigation element details","Detalles del elemento de navegación"
"Navigation element %d was deleted successfully.","El elemento de navegación %d se eliminó correctamente."
"Navigation element %d was not found.","No se encontró el elemento de navegación %d."
"Navigation removal confirmation","Confirmación de eliminación de navegación"
"Navigation tree","Árbol de navegación"
"No, I want to keep this navigation","No, quiero mantener esta navegación"
Save,Guardar
"Save order","Guardar orden"
Search,Buscar
"Yes, delete this navigation","Sí, eliminar esta navegación"
"Overview of Navigation Elements","Resumen de elementos de navegación"
"Navigation element %d was activated successfully.","El elemento de navegación %d se activó correctamente."
"Navigation element %d was deactivated successfully.","El elemento de navegación %d se desactivó correctamente."
